,Model,Sentence ID,EHI,Extractiveness Factor (EF),Positive Hallucination (PH),Over Focus (OF),Negative Hallucination (NH),Lost Focus (LF),Entity F1 Score
379,RefSum,76,0.5534572563937673,0,1,0,0,0,1
380,facebookbart-large-cnn,77,0.29769516240415517,0,0,0,1,0,0
381,googlepegasus-xsum,77,0.4,0,0,0,0,0,0
382,gpt-3.5-turbo,77,0.29769516240415517,0,0,0,1,0,0
383,t5-large,77,0.29769516240415517,0,0,0,1,0,0
384,RefSum,77,0.5534572563937673,0,1,0,0,0,1
385,facebookbart-large-cnn,78,0.29769516240415517,0,0,0,1,0,0
386,googlepegasus-xsum,78,0.29769516240415517,0,0,0,1,0,0
387,gpt-3.5-turbo,78,0.29769516240415517,0,0,0,1,0,0
388,t5-large,78,0.29769516240415517,0,0,0,1,0,0
389,RefSum,78,0.4,0,0,0,0,0,0
390,facebookbart-large-cnn,79,0.29769516240415517,0,0,0,1,0,0
391,googlepegasus-xsum,79,0.4206026896294915,0,0.5,0,0.5,0,0.5
392,gpt-3.5-turbo,79,0.3316428349822746,0,0.18181818181818182,0,0.8888888888888888,0,0.1818181818181818
393,t5-large,79,0.29769516240415517,0,0,0,1,0,0
394,RefSum,79,0.5534572563937673,0,1,0,0,0,1
395,facebookbart-large-cnn,80,0.29769516240415517,0,0,0,1,0,0
396,googlepegasus-xsum,80,0.4,0,0,0,0,0,0
397,gpt-3.5-turbo,80,0.29769516240415517,0,0,0,1,0,0
398,t5-large,80,0.29769516240415517,0,0,0,1,0,0
399,RefSum,80,0.4,0,0,0,0,0,0
400,facebookbart-large-cnn,81,0.29769516240415517,0,0,0,1,0,0
401,googlepegasus-xsum,81,0.4,0,0,0,0,0,0
402,gpt-3.5-turbo,81,0.29769516240415517,0,0,0,1,0,0
403,t5-large,81,0.29769516240415517,0,0,0,1,0,0
404,RefSum,81,0.4,0,0,0,0,0,0
405,facebookbart-large-cnn,82,0.29769516240415517,0,0,0,1,0,0
406,googlepegasus-xsum,82,0.29769516240415517,0,0,0,1,0,0
407,gpt-3.5-turbo,82,0.29769516240415517,0,0,0,1,0,0
408,t5-large,82,0.29769516240415517,0,0,0,1,0,0
409,RefSum,82,0.5534572563937673,0,1,0,0,0,1
410,facebookbart-large-cnn,83,0.29769516240415517,0,0,0,1,0,0
411,googlepegasus-xsum,83,0.4206026896294915,0,0.5,0,0.5,0,0.5
412,gpt-3.5-turbo,83,0.3686295252115505,0,0.36363636363636365,0,0.7777777777777778,0,0.3636363636363636
413,t5-large,83,0.29769516240415517,0,0,0,1,0,0
414,RefSum,83,0.5534572563937673,0,1,0,0,0,1
415,facebookbart-large-cnn,84,0.4,0,0,0,0,0,0
416,googlepegasus-xsum,84,0.4206026896294915,0,0.5,0,0.5,0,0.5
417,gpt-3.5-turbo,84,0.35549454126868385,0,0.2857142857142857,0,0.8,0,0.28571428571428575
418,t5-large,84,0.29769516240415517,0,0,0,1,0,0
419,RefSum,84,0.5534572563937673,0,1,0,0,0,1
420,facebookbart-large-cnn,85,0.29769516240415517,0,0,0,1,0,0
421,googlepegasus-xsum,85,0.4,0,0,0,0,0,0
422,gpt-3.5-turbo,85,0.29769516240415517,0,0,0,1,0,0
423,t5-large,85,0.29769516240415517,0,0,0,1,0,0
424,RefSum,85,0.4,0,0,0,0,0,0
425,facebookbart-large-cnn,86,0.29769516240415517,0,0,0,1,0,0
426,googlepegasus-xsum,86,0.29769516240415517,0,0,0,1,0,0
427,gpt-3.5-turbo,86,0.29769516240415517,0,0,0,1,0,0
428,t5-large,86,0.37704505799145965,0,0.4,0,0.75,0,0.4
429,RefSum,86,0.5534572563937673,0,1,0,0,0,1
430,facebookbart-large-cnn,87,0.377657508993602,0,0.3333333333333333,0,0.6666666666666666,0,0.3333333333333333
431,googlepegasus-xsum,87,0.4316205234359393,0,0.5714285714285714,0,0.5,0,0.5714285714285715
432,gpt-3.5-turbo,87,0.35087213119486393,0,0.25,0,0.8,0,0.25
433,t5-large,87,0.29769516240415517,0,0,0,1,0,0
434,RefSum,87,0.5534572563937673,0,1,0,0,0,1
435,facebookbart-large-cnn,88,0.29769516240415517,0,0,0,1,0,0
436,googlepegasus-xsum,88,0.4,0,0,0,0,0,0
437,gpt-3.5-turbo,88,0.29769516240415517,0,0,0,1,0,0
438,t5-large,88,0.29769516240415517,0,0,0,1,0,0
439,RefSum,88,0.4,0,0,0,0,0,0
440,facebookbart-large-cnn,89,0.4206026896294915,0,0.5,0,0.5,0,0.5
441,googlepegasus-xsum,89,0.29769516240415517,0,0,0,1,0,0
442,gpt-3.5-turbo,89,0.3468526899240554,0,0.25,0,0.8333333333333334,0,0.25
443,t5-large,89,0.4206026896294915,0,0.5,0,0.5,0,0.5
444,RefSum,89,0.5534572563937673,0,1,0,0,0,1
445,facebookbart-large-cnn,90,0.33332913577454154,0,0.18181818181818182,0,0.875,0,0.18181818181818182
446,googlepegasus-xsum,90,0.505450917682033,0,0.8571428571428571,0,0.25,0,0.8571428571428571
447,gpt-3.5-turbo,90,0.3813306231468173,0,0.4,0,0.7142857142857143,0,0.4
448,t5-large,90,0.29769516240415517,0,0,0,1,0,0
449,RefSum,90,0.5534572563937673,0,1,0,0,0,1
450,facebookbart-large-cnn,91,0.29769516240415517,0,0,0,1,0,0
451,googlepegasus-xsum,91,0.38695581463798895,0,0.4,0,0.6666666666666666,0,0.4
452,gpt-3.5-turbo,91,0.40153705975694837,0,0.5,0,0.6666666666666666,0,0.5
453,t5-large,91,0.29769516240415517,0,0,0,1,0,0
454,RefSum,91,0.5534572563937673,0,1,0,0,0,1
455,facebookbart-large-cnn,92,0.29769516240415517,0,0,0,1,0,0
456,googlepegasus-xsum,92,0.5534572563937673,0,1,0,0,0,1
457,gpt-3.5-turbo,92,0.29769516240415517,0,0,0,1,0,0
458,t5-large,92,0.29769516240415517,0,0,0,1,0,0
459,RefSum,92,0.5534572563937673,0,1,0,0,0,1
460,facebookbart-large-cnn,93,0.29769516240415517,0,0,0,1,0,0
461,googlepegasus-xsum,93,0.4,0,0,0,0,0,0
462,gpt-3.5-turbo,93,0.29769516240415517,0,0,0,1,0,0
463,t5-large,93,0.29769516240415517,0,0,0,1,0,0
464,RefSum,93,0.5534572563937673,0,1,0,0,0,1
465,facebookbart-large-cnn,94,0.29769516240415517,0,0,0,1,0,0
466,googlepegasus-xsum,94,0.5534572563937673,0,1,0,0,0,1
467,gpt-3.5-turbo,94,0.29769516240415517,0,0,0,1,0,0
468,t5-large,94,0.29769516240415517,0,0,0,1,0,0
469,RefSum,94,0.5534572563937673,0,1,0,0,0,1
470,facebookbart-large-cnn,95,0.29769516240415517,0,0,0,1,0,0
471,googlepegasus-xsum,95,0.4206026896294915,0,0.5,0,0.5,0,0.5
472,gpt-3.5-turbo,95,0.3618119528663876,0,0.3333333333333333,0,0.8,0,0.33333333333333337
473,t5-large,95,0.29769516240415517,0,0,0,1,0,0
474,RefSum,95,0.5534572563937673,0,1,0,0,0,1
475,facebookbart-large-cnn,96,0.29769516240415517,0,0,0,1,0,0
476,googlepegasus-xsum,96,0.5534572563937673,0,1,0,0,0,1
477,gpt-3.5-turbo,96,0.29769516240415517,0,0,0,1,0,0
478,t5-large,96,0.29769516240415517,0,0,0,1,0,0
479,RefSum,96,0.5534572563937673,0,1,0,0,0,1
480,facebookbart-large-cnn,97,0.29769516240415517,0,0,0,1,0,0
481,googlepegasus-xsum,97,0.5534572563937673,0,1,0,0,0,1
482,gpt-3.5-turbo,97,0.5534572563937673,0,1,0,0,0,1
483,t5-large,97,0.29769516240415517,0,0,0,1,0,0
484,RefSum,97,0.5534572563937673,0,1,0,0,0,1
485,facebookbart-large-cnn,98,0.29769516240415517,0,0,0,1,0,0
486,googlepegasus-xsum,98,0.5534572563937673,0,1,0,0,0,1
487,gpt-3.5-turbo,98,0.35145081710721665,0,0.2857142857142857,0,0.8333333333333334,0,0.2857142857142857
488,t5-large,98,0.29769516240415517,0,0,0,1,0,0
489,RefSum,98,0.5534572563937673,0,1,0,0,0,1
490,facebookbart-large-cnn,99,0.29769516240415517,0,0,0,1,0,0
491,googlepegasus-xsum,99,0.3719826144034761,0,0.36363636363636365,0,0.75,0,0.36363636363636365
492,gpt-3.5-turbo,99,0.34334489111398797,0,0.2222222222222222,0,0.8333333333333334,0,0.2222222222222222
493,t5-large,99,0.29769516240415517,0,0,0,1,0,0
494,RefSum,99,0.5534572563937673,0,1,0,0,0,1
495,facebookbart-large-cnn,100,0.29769516240415517,0,0,0,1,0,0
496,googlepegasus-xsum,100,0.29769516240415517,0,0,0,1,0,0
497,gpt-3.5-turbo,100,0.340462961298386,0,0.2222222222222222,0,0.8571428571428571,0,0.22222222222222224
498,t5-large,100,0.29769516240415517,0,0,0,1,0,0
499,RefSum,100,0.5534572563937673,0,1,0,0,0,1
500,facebookbart-large-cnn,101,0.29769516240415517,0,0,0,1,0,0
501,googlepegasus-xsum,101,0.4,0,0,0,0,0,0
502,gpt-3.5-turbo,101,0.29769516240415517,0,0,0,1,0,0
503,t5-large,101,0.29769516240415517,0,0,0,1,0,0
504,RefSum,101,0.4,0,0,0,0,0,0
505,facebookbart-large-cnn,102,0.29769516240415517,0,0,0,1,0,0
506,googlepegasus-xsum,102,0.37704505799145965,0,0.4,0,0.75,0,0.4
507,gpt-3.5-turbo,102,0.40153705975694837,0,0.5,0,0.6666666666666666,0,0.5
508,t5-large,102,0.29769516240415517,0,0,0,1,0,0
509,RefSum,102,0.5534572563937673,0,1,0,0,0,1
510,facebookbart-large-cnn,103,0.29769516240415517,0,0,0,1,0,0
511,googlepegasus-xsum,103,0.4,0,0,0,0,0,0
512,gpt-3.5-turbo,103,0.29769516240415517,0,0,0,1,0,0
513,t5-large,103,0.29769516240415517,0,0,0,1,0,0
514,RefSum,103,0.4,0,0,0,0,0,0
515,facebookbart-large-cnn,104,0.29769516240415517,0,0,0,1,0,0
516,googlepegasus-xsum,104,0.4,0,0,0,0,0,0
517,gpt-3.5-turbo,104,0.29769516240415517,0,0,0,1,0,0
518,t5-large,104,0.29769516240415517,0,0,0,1,0,0
519,RefSum,104,0.4,0,0,0,0,0,0
520,facebookbart-large-cnn,105,0.29769516240415517,0,0,0,1,0,0
521,googlepegasus-xsum,105,0.3618119528663876,0,0.3333333333333333,0,0.8,0,0.33333333333333337
522,gpt-3.5-turbo,105,0.29769516240415517,0,0,0,1,0,0
523,t5-large,105,0.29769516240415517,0,0,0,1,0,0
524,RefSum,105,0.5534572563937673,0,1,0,0,0,1
525,facebookbart-large-cnn,106,0.29769516240415517,0,0,0,1,0,0
526,googlepegasus-xsum,106,0.29769516240415517,0,0,0,1,0,0
527,gpt-3.5-turbo,106,0.29769516240415517,0,0,0,1,0,0
528,t5-large,106,0.29769516240415517,0,0,0,1,0,0
529,RefSum,106,0.4,0,0,0,0,0,0
530,facebookbart-large-cnn,107,0.29769516240415517,0,0,0,1,0,0
531,googlepegasus-xsum,107,0.29769516240415517,0,0,0,1,0,0
532,gpt-3.5-turbo,107,0.29769516240415517,0,0,0,1,0,0
533,t5-large,107,0.29769516240415517,0,0,0,1,0,0
534,RefSum,107,0.5534572563937673,0,1,0,0,0,1
535,facebookbart-large-cnn,108,0.29769516240415517,0,0,0,1,0,0
536,googlepegasus-xsum,108,0.29769516240415517,0,0,0,1,0,0
537,gpt-3.5-turbo,108,0.29769516240415517,0,0,0,1,0,0
538,t5-large,108,0.29769516240415517,0,0,0,1,0,0
539,RefSum,108,0.5534572563937673,0,1,0,0,0,1
540,facebookbart-large-cnn,109,0.29769516240415517,0,0,0,1,0,0
541,googlepegasus-xsum,109,0.29769516240415517,0,0,0,1,0,0
542,gpt-3.5-turbo,109,0.29769516240415517,0,0,0,1,0,0
543,t5-large,109,0.44686637015517244,0,0.6666666666666666,0,0.5,0,0.6666666666666666
544,RefSum,109,0.5534572563937673,0,1,0,0,0,1
545,facebookbart-large-cnn,110,0.5534572563937673,0,1,0,0,0,1
546,googlepegasus-xsum,110,0.4,0,0,0,0,0,0
547,gpt-3.5-turbo,110,0.4,0,0,0,0,0,0
548,t5-large,110,0.29769516240415517,0,0,0,1,0,0
549,RefSum,110,0.5534572563937673,0,1,0,0,0,1
550,facebookbart-large-cnn,111,0.29769516240415517,0,0,0,1,0,0
551,googlepegasus-xsum,111,0.29769516240415517,0,0,0,1,0,0
552,gpt-3.5-turbo,111,0.29769516240415517,0,0,0,1,0,0
553,t5-large,111,0.29769516240415517,0,0,0,1,0,0
554,RefSum,111,0.4,0,0,0,0,0,0
555,facebookbart-large-cnn,112,0.29769516240415517,0,0,0,1,0,0
556,googlepegasus-xsum,112,0.4,0,0,0,0,0,0
557,gpt-3.5-turbo,112,0.29769516240415517,0,0,0,1,0,0
558,t5-large,112,0.29769516240415517,0,0,0,1,0,0
559,RefSum,112,0.5534572563937673,0,1,0,0,0,1
560,facebookbart-large-cnn,113,0.3618119528663876,0,0.3333333333333333,0,0.8,0,0.33333333333333337
561,googlepegasus-xsum,113,0.4,0,0,0,0,0,0
562,gpt-3.5-turbo,113,0.34395673921217956,0,0.25,0,0.8571428571428571,0,0.25
563,t5-large,113,0.29769516240415517,0,0,0,1,0,0
564,RefSum,113,0.5534572563937673,0,1,0,0,0,1
565,facebookbart-large-cnn,114,0.29769516240415517,0,0,0,1,0,0
566,googlepegasus-xsum,114,0.4,0,0,0,0,0,0
567,gpt-3.5-turbo,114,0.29769516240415517,0,0,0,1,0,0
568,t5-large,114,0.4,0,0,0,0,0,0
569,RefSum,114,0.4,0,0,0,0,0,0
570,facebookbart-large-cnn,115,0.29769516240415517,0,0,0,1,0,0
571,googlepegasus-xsum,115,0.29769516240415517,0,0,0,1,0,0
572,gpt-3.5-turbo,115,0.29769516240415517,0,0,0,1,0,0
573,t5-large,115,0.29769516240415517,0,0,0,1,0,0
574,RefSum,115,0.5534572563937673,0,1,0,0,0,1
575,facebookbart-large-cnn,116,0.29769516240415517,0,0,0,1,0,0
576,googlepegasus-xsum,116,0.29769516240415517,0,0,0,1,0,0
577,gpt-3.5-turbo,116,0.29769516240415517,0,0,0,1,0,0
578,t5-large,116,0.29769516240415517,0,0,0,1,0,0
579,RefSum,116,0.4,0,0,0,0,0,0
580,facebookbart-large-cnn,117,0.29769516240415517,0,0,0,1,0,0
581,googlepegasus-xsum,117,0.29769516240415517,0,0,0,1,0,0
582,gpt-3.5-turbo,117,0.29769516240415517,0,0,0,1,0,0
583,t5-large,117,0.29769516240415517,0,0,0,1,0,0
584,RefSum,117,0.5534572563937673,0,1,0,0,0,1
585,facebookbart-large-cnn,118,0.37704505799145965,0,0.4,0,0.75,0,0.4
586,googlepegasus-xsum,118,0.29769516240415517,0,0,0,1,0,0
587,gpt-3.5-turbo,118,0.40153705975694837,0,0.5,0,0.6666666666666666,0,0.5
588,t5-large,118,0.29769516240415517,0,0,0,1,0,0
589,RefSum,118,0.5534572563937673,0,1,0,0,0,1
590,facebookbart-large-cnn,119,0.40153705975694837,0,0.5,0,0.6666666666666666,0,0.5
591,googlepegasus-xsum,119,0.5534572563937673,0,1,0,0,0,1
592,gpt-3.5-turbo,119,0.40153705975694837,0,0.5,0,0.6666666666666666,0,0.5
593,t5-large,119,0.29769516240415517,0,0,0,1,0,0
594,RefSum,119,0.5534572563937673,0,1,0,0,0,1
595,facebookbart-large-cnn,120,0.29769516240415517,0,0,0,1,0,0
596,googlepegasus-xsum,120,0.5534572563937673,0,1,0,0,0,1
597,gpt-3.5-turbo,120,0.34395673921217956,0,0.25,0,0.8571428571428571,0,0.25
598,t5-large,120,0.29769516240415517,0,0,0,1,0,0
599,RefSum,120,0.5534572563937673,0,1,0,0,0,1
600,facebookbart-large-cnn,121,0.29769516240415517,0,0,0,1,0,0
601,googlepegasus-xsum,121,0.29769516240415517,0,0,0,1,0,0
602,gpt-3.5-turbo,121,0.29769516240415517,0,0,0,1,0,0
603,t5-large,121,0.4,0,0,0,0,0,0
604,RefSum,121,0.5534572563937673,0,1,0,0,0,1
605,facebookbart-large-cnn,122,0.29769516240415517,0,0,0,1,0,0
606,googlepegasus-xsum,122,0.29769516240415517,0,0,0,1,0,0
607,gpt-3.5-turbo,122,0.3245456677192439,0,0.14285714285714285,0,0.9090909090909091,0,0.14285714285714288
608,t5-large,122,0.29769516240415517,0,0,0,1,0,0
609,RefSum,122,0.5534572563937673,0,1,0,0,0,1
610,facebookbart-large-cnn,123,0.29769516240415517,0,0,0,1,0,0
611,googlepegasus-xsum,123,0.29769516240415517,0,0,0,1,0,0
612,gpt-3.5-turbo,123,0.29769516240415517,0,0,0,1,0,0
613,t5-large,123,0.29769516240415517,0,0,0,1,0,0
614,RefSum,123,0.5534572563937673,0,1,0,0,0,1
615,facebookbart-large-cnn,124,0.29769516240415517,0,0,0,1,0,0
616,googlepegasus-xsum,124,0.29769516240415517,0,0,0,1,0,0
617,gpt-3.5-turbo,124,0.3618119528663876,0,0.3333333333333333,0,0.8,0,0.33333333333333337
618,t5-large,124,0.4,0,0,0,0,0,0
619,RefSum,124,0.5534572563937673,0,1,0,0,0,1
620,facebookbart-large-cnn,125,0.29769516240415517,0,0,0,1,0,0
621,googlepegasus-xsum,125,0.29769516240415517,0,0,0,1,0,0
622,gpt-3.5-turbo,125,0.3258406668571566,0,0.15384615384615385,0,0.9090909090909091,0,0.15384615384615385
623,t5-large,125,0.35549454126868385,0,0.2857142857142857,0,0.8,0,0.28571428571428575
624,RefSum,125,0.5534572563937673,0,1,0,0,0,1
625,facebookbart-large-cnn,126,0.29769516240415517,0,0,0,1,0,0
626,googlepegasus-xsum,126,0.5534572563937673,0,1,0,0,0,1
627,gpt-3.5-turbo,126,0.37704505799145965,0,0.4,0,0.75,0,0.4
628,t5-large,126,0.4,0,0,0,0,0,0
629,RefSum,126,0.5534572563937673,0,1,0,0,0,1
630,facebookbart-large-cnn,127,0.29769516240415517,0,0,0,1,0,0
631,googlepegasus-xsum,127,0.5534572563937673,0,1,0,0,0,1
632,gpt-3.5-turbo,127,0.29769516240415517,0,0,0,1,0,0
633,t5-large,127,0.29769516240415517,0,0,0,1,0,0
634,RefSum,127,0.5534572563937673,0,1,0,0,0,1
635,facebookbart-large-cnn,128,0.29769516240415517,0,0,0,1,0,0
636,googlepegasus-xsum,128,0.44686637015517244,0,0.6666666666666666,0,0.5,0,0.6666666666666666
637,gpt-3.5-turbo,128,0.37704505799145965,0,0.4,0,0.75,0,0.4
638,t5-large,128,0.29769516240415517,0,0,0,1,0,0
639,RefSum,128,0.5534572563937673,0,1,0,0,0,1
640,facebookbart-large-cnn,129,0.29769516240415517,0,0,0,1,0,0
641,googlepegasus-xsum,129,0.5534572563937673,0,1,0,0,0,1
642,gpt-3.5-turbo,129,0.29769516240415517,0,0,0,1,0,0
643,t5-large,129,0.29769516240415517,0,0,0,1,0,0
644,RefSum,129,0.5534572563937673,0,1,0,0,0,1
645,facebookbart-large-cnn,130,0.29769516240415517,0,0,0,1,0,0
646,googlepegasus-xsum,130,0.38695581463798895,0,0.4,0,0.6666666666666666,0,0.4
647,gpt-3.5-turbo,130,0.29769516240415517,0,0,0,1,0,0
648,t5-large,130,0.29769516240415517,0,0,0,1,0,0
649,RefSum,130,0.5534572563937673,0,1,0,0,0,1
650,facebookbart-large-cnn,131,0.35549454126868385,0,0.2857142857142857,0,0.8,0,0.28571428571428575
651,googlepegasus-xsum,131,0.5534572563937673,0,1,0,0,0,1
652,gpt-3.5-turbo,131,0.3618119528663876,0,0.3333333333333333,0,0.8,0,0.33333333333333337
653,t5-large,131,0.42026864847846934,0,0.5714285714285714,0,0.6,0,0.5714285714285715
654,RefSum,131,0.5534572563937673,0,1,0,0,0,1
655,facebookbart-large-cnn,132,0.29769516240415517,0,0,0,1,0,0
656,googlepegasus-xsum,132,0.44933699361733564,0,0.5714285714285714,0,0.3333333333333333,0,0.5714285714285715
657,gpt-3.5-turbo,132,0.321543564540165,0,0.125,0,0.9166666666666666,0,0.125
658,t5-large,132,0.3568217999580859,0,0.25,0,0.75,0,0.25
659,RefSum,132,0.5534572563937673,0,1,0,0,0,1
660,facebookbart-large-cnn,133,0.4,0,0,0,0,0,0
661,googlepegasus-xsum,133,0.29769516240415517,0,0,0,1,0,0
662,gpt-3.5-turbo,133,0.4,0,0,0,0,0,0
663,t5-large,133,0.4,0,0,0,0,0,0
664,RefSum,133,0.5534572563937673,0,1,0,0,0,1
665,facebookbart-large-cnn,134,0.29769516240415517,0,0,0,1,0,0
666,googlepegasus-xsum,134,0.29769516240415517,0,0,0,1,0,0
667,gpt-3.5-turbo,134,0.29769516240415517,0,0,0,1,0,0
668,t5-large,134,0.29769516240415517,0,0,0,1,0,0
669,RefSum,134,0.4,0,0,0,0,0,0
670,facebookbart-large-cnn,135,0.3468526899240554,0,0.25,0,0.8333333333333334,0,0.25
671,googlepegasus-xsum,135,0.5534572563937673,0,1,0,0,0,1
672,gpt-3.5-turbo,135,0.35617991052163117,0,0.3076923076923077,0,0.8181818181818182,0,0.3076923076923077
673,t5-large,135,0.49560622931484877,0,0.6666666666666666,0,0,0,0.6666666666666666
674,RefSum,135,0.5534572563937673,0,1,0,0,0,1
675,facebookbart-large-cnn,136,0.36784200603547856,0,0.3333333333333333,0,0.75,0,0.3333333333333333
676,googlepegasus-xsum,136,0.49560622931484877,0,0.6666666666666666,0,0,0,0.6666666666666666
677,gpt-3.5-turbo,136,0.36784200603547856,0,0.3333333333333333,0,0.75,0,0.3333333333333333
678,t5-large,136,0.36784200603547856,0,0.3333333333333333,0,0.75,0,0.3333333333333333
679,RefSum,136,0.5534572563937673,0,1,0,0,0,1
680,facebookbart-large-cnn,137,0.4,0,0,0,0,0,0
681,googlepegasus-xsum,137,0.4206026896294915,0,0.5,0,0.5,0,0.5
682,gpt-3.5-turbo,137,0.49560622931484877,0,0.6666666666666666,0,0,0,0.6666666666666666
683,t5-large,137,0.4,0,0,0,0,0,0
684,RefSum,137,0.5534572563937673,0,1,0,0,0,1
685,facebookbart-large-cnn,138,0.29769516240415517,0,0,0,1,0,0
686,googlepegasus-xsum,138,0.44686637015517244,0,0.6666666666666666,0,0.5,0,0.6666666666666666
687,gpt-3.5-turbo,138,0.29769516240415517,0,0,0,1,0,0
688,t5-large,138,0.29769516240415517,0,0,0,1,0,0
689,RefSum,138,0.5534572563937673,0,1,0,0,0,1
690,facebookbart-large-cnn,139,0.29769516240415517,0,0,0,1,0,0
691,googlepegasus-xsum,139,0.29769516240415517,0,0,0,1,0,0
692,gpt-3.5-turbo,139,0.29769516240415517,0,0,0,1,0,0
693,t5-large,139,0.29769516240415517,0,0,0,1,0,0
694,RefSum,139,0.5534572563937673,0,1,0,0,0,1
695,facebookbart-large-cnn,140,0.44686637015517244,0,0.6666666666666666,0,0.5,0,0.6666666666666666
696,googlepegasus-xsum,140,0.5534572563937673,0,1,0,0,0,1
697,gpt-3.5-turbo,140,0.5534572563937673,0,1,0,0,0,1
698,t5-large,140,0.40153705975694837,0,0.5,0,0.6666666666666666,0,0.5
699,RefSum,140,0.5534572563937673,0,1,0,0,0,1
700,facebookbart-large-cnn,141,0.29769516240415517,0,0,0,1,0,0
701,googlepegasus-xsum,141,0.5534572563937673,0,1,0,0,0,1
702,gpt-3.5-turbo,141,0.37704505799145965,0,0.4,0,0.75,0,0.4
703,t5-large,141,0.40153705975694837,0,0.5,0,0.6666666666666666,0,0.5
704,RefSum,141,0.5534572563937673,0,1,0,0,0,1
705,facebookbart-large-cnn,142,0.29769516240415517,0,0,0,1,0,0
706,googlepegasus-xsum,142,0.29769516240415517,0,0,0,1,0,0
707,gpt-3.5-turbo,142,0.29769516240415517,0,0,0,1,0,0
708,t5-large,142,0.29769516240415517,0,0,0,1,0,0
709,RefSum,142,0.5534572563937673,0,1,0,0,0,1
710,facebookbart-large-cnn,143,0.29769516240415517,0,0,0,1,0,0
711,googlepegasus-xsum,143,0.4,0,0,0,0,0,0
712,gpt-3.5-turbo,143,0.29769516240415517,0,0,0,1,0,0
713,t5-large,143,0.4,0,0,0,0,0,0
714,RefSum,143,0.4,0,0,0,0,0,0
715,facebookbart-large-cnn,144,0.29769516240415517,0,0,0,1,0,0
716,googlepegasus-xsum,144,0.5534572563937673,0,1,0,0,0,1
717,gpt-3.5-turbo,144,0.37704505799145965,0,0.4,0,0.75,0,0.4
718,t5-large,144,0.29769516240415517,0,0,0,1,0,0
719,RefSum,144,0.5534572563937673,0,1,0,0,0,1
720,facebookbart-large-cnn,145,0.29769516240415517,0,0,0,1,0,0
721,googlepegasus-xsum,145,0.36784200603547856,0,0.3333333333333333,0,0.75,0,0.3333333333333333
722,gpt-3.5-turbo,145,0.29769516240415517,0,0,0,1,0,0
723,t5-large,145,0.29769516240415517,0,0,0,1,0,0
724,RefSum,145,0.5534572563937673,0,1,0,0,0,1
725,facebookbart-large-cnn,146,0.29769516240415517,0,0,0,1,0,0
726,googlepegasus-xsum,146,0.29769516240415517,0,0,0,1,0,0
727,gpt-3.5-turbo,146,0.29769516240415517,0,0,0,1,0,0
728,t5-large,146,0.29769516240415517,0,0,0,1,0,0
729,RefSum,146,0.4,0,0,0,0,0,0
730,facebookbart-large-cnn,147,0.29769516240415517,0,0,0,1,0,0
731,googlepegasus-xsum,147,0.40153705975694837,0,0.5,0,0.6666666666666666,0,0.5
732,gpt-3.5-turbo,147,0.40153705975694837,0,0.5,0,0.6666666666666666,0,0.5
733,t5-large,147,0.29769516240415517,0,0,0,1,0,0
734,RefSum,147,0.5534572563937673,0,1,0,0,0,1
735,facebookbart-large-cnn,148,0.405798557732209,0,0.4,0,0.5,0,0.4
736,googlepegasus-xsum,148,0.377657508993602,0,0.3333333333333333,0,0.6666666666666666,0,0.3333333333333333
737,gpt-3.5-turbo,148,0.36147894323895957,0,0.2857142857142857,0,0.75,0,0.28571428571428575
738,t5-large,148,0.405798557732209,0,0.4,0,0.5,0,0.4
739,RefSum,148,0.5534572563937673,0,1,0,0,0,1
740,facebookbart-large-cnn,149,0.29769516240415517,0,0,0,1,0,0
741,googlepegasus-xsum,149,0.5534572563937673,0,1,0,0,0,1
742,gpt-3.5-turbo,149,0.29769516240415517,0,0,0,1,0,0
743,t5-large,149,0.29769516240415517,0,0,0,1,0,0
744,RefSum,149,0.5534572563937673,0,1,0,0,0,1
745,facebookbart-large-cnn,150,0.29769516240415517,0,0,0,1,0,0
746,googlepegasus-xsum,150,0.29769516240415517,0,0,0,1,0,0
747,gpt-3.5-turbo,150,0.29769516240415517,0,0,0,1,0,0
748,t5-large,150,0.29769516240415517,0,0,0,1,0,0
749,RefSum,150,0.4,0,0,0,0,0,0
750,facebookbart-large-cnn,151,0.29769516240415517,0,0,0,1,0,0
751,googlepegasus-xsum,151,0.4,0,0,0,0,0,0
752,gpt-3.5-turbo,151,0.29769516240415517,0,0,0,1,0,0
753,t5-large,151,0.29769516240415517,0,0,0,1,0,0
754,RefSum,151,0.4,0,0,0,0,0,0
755,facebookbart-large-cnn,152,0.29769516240415517,0,0,0,1,0,0
756,googlepegasus-xsum,152,0.5534572563937673,0,1,0,0,0,1
757,gpt-3.5-turbo,152,0.32847047043323346,0,0.16666666666666666,0,0.9,0,0.16666666666666669
758,t5-large,152,0.29769516240415517,0,0,0,1,0,0
759,RefSum,152,0.5534572563937673,0,1,0,0,0,1
760,facebookbart-large-cnn,153,0.29769516240415517,0,0,0,1,0,0
761,googlepegasus-xsum,153,0.29769516240415517,0,0,0,1,0,0
762,gpt-3.5-turbo,153,0.29769516240415517,0,0,0,1,0,0
763,t5-large,153,0.29769516240415517,0,0,0,1,0,0
764,RefSum,153,0.4,0,0,0,0,0,0
765,facebookbart-large-cnn,154,0.29769516240415517,0,0,0,1,0,0
766,googlepegasus-xsum,154,0.5534572563937673,0,1,0,0,0,1
