,Model,Sentence ID,EHI,Extractiveness Factor (EF),Positive Hallucination (PH),Over Focus (OF),Negative Hallucination (NH),Lost Focus (LF),Entity F1 Score
38406,googlepegasus-xsum,7682,0.4,0,0,0,0,0,0
38407,gpt-3.5-turbo,7682,0.4,0,0,0,0,0,0
38408,t5-large,7682,0.4,0,0,0,0,0,0
38409,RefSum,7682,0.4,0,0,0,0,0,0
38410,facebookbart-large-cnn,7683,0.4,0,0,0,0,0,0
38411,googlepegasus-xsum,7683,0.4,0,0,0,0,0,0
38412,gpt-3.5-turbo,7683,0.4,0,0,0,0,0,0
38413,t5-large,7683,0.4,0,0,0,0,0,0
38414,RefSum,7683,0.4,0,0,0,0,0,0
38415,facebookbart-large-cnn,7684,0.4,0,0,0,0,0,0
38416,googlepegasus-xsum,7684,0.4,0,0,0,0,0,0
38417,gpt-3.5-turbo,7684,0.4,0,0,0,0,0,0
38418,t5-large,7684,0.4,0,0,0,0,0,0
38419,RefSum,7684,0.4,0,0,0,0,0,0
38420,facebookbart-large-cnn,7685,0.4,0,0,0,0,0,0
38421,googlepegasus-xsum,7685,0.4,0,0,0,0,0,0
38422,gpt-3.5-turbo,7685,0.4,0,0,0,0,0,0
38423,t5-large,7685,0.4,0,0,0,0,0,0
38424,RefSum,7685,0.4,0,0,0,0,0,0
38425,facebookbart-large-cnn,7686,0.4,0,0,0,0,0,0
38426,googlepegasus-xsum,7686,0.4,0,0,0,0,0,0
38427,gpt-3.5-turbo,7686,0.4,0,0,0,0,0,0
38428,t5-large,7686,0.4,0,0,0,0,0,0
38429,RefSum,7686,0.4,0,0,0,0,0,0
38430,facebookbart-large-cnn,7687,0.4,0,0,0,0,0,0
38431,googlepegasus-xsum,7687,0.4,0,0,0,0,0,0
38432,gpt-3.5-turbo,7687,0.4,0,0,0,0,0,0
38433,t5-large,7687,0.4,0,0,0,0,0,0
38434,RefSum,7687,0.4,0,0,0,0,0,0
38435,facebookbart-large-cnn,7688,0.4,0,0,0,0,0,0
38436,googlepegasus-xsum,7688,0.4,0,0,0,0,0,0
38437,gpt-3.5-turbo,7688,0.4,0,0,0,0,0,0
38438,t5-large,7688,0.4,0,0,0,0,0,0
38439,RefSum,7688,0.4,0,0,0,0,0,0
38440,facebookbart-large-cnn,7689,0.4,0,0,0,0,0,0
38441,googlepegasus-xsum,7689,0.4,0,0,0,0,0,0
38442,gpt-3.5-turbo,7689,0.4,0,0,0,0,0,0
38443,t5-large,7689,0.4,0,0,0,0,0,0
38444,RefSum,7689,0.4,0,0,0,0,0,0
38445,facebookbart-large-cnn,7690,0.4,0,0,0,0,0,0
38446,googlepegasus-xsum,7690,0.4,0,0,0,0,0,0
38447,gpt-3.5-turbo,7690,0.4,0,0,0,0,0,0
38448,t5-large,7690,0.4,0,0,0,0,0,0
38449,RefSum,7690,0.4,0,0,0,0,0,0
38450,facebookbart-large-cnn,7691,0.4,0,0,0,0,0,0
38451,googlepegasus-xsum,7691,0.4,0,0,0,0,0,0
38452,gpt-3.5-turbo,7691,0.4,0,0,0,0,0,0
38453,t5-large,7691,0.4,0,0,0,0,0,0
38454,RefSum,7691,0.4,0,0,0,0,0,0
38455,facebookbart-large-cnn,7692,0.4,0,0,0,0,0,0
38456,googlepegasus-xsum,7692,0.4,0,0,0,0,0,0
38457,gpt-3.5-turbo,7692,0.4,0,0,0,0,0,0
38458,t5-large,7692,0.4,0,0,0,0,0,0
38459,RefSum,7692,0.4,0,0,0,0,0,0
38460,facebookbart-large-cnn,7693,0.4,0,0,0,0,0,0
38461,googlepegasus-xsum,7693,0.4,0,0,0,0,0,0
38462,gpt-3.5-turbo,7693,0.4,0,0,0,0,0,0
38463,t5-large,7693,0.4,0,0,0,0,0,0
38464,RefSum,7693,0.4,0,0,0,0,0,0
38465,facebookbart-large-cnn,7694,0.4,0,0,0,0,0,0
38466,googlepegasus-xsum,7694,0.4,0,0,0,0,0,0
38467,gpt-3.5-turbo,7694,0.4,0,0,0,0,0,0
38468,t5-large,7694,0.4,0,0,0,0,0,0
38469,RefSum,7694,0.4,0,0,0,0,0,0
38470,facebookbart-large-cnn,7695,0.4,0,0,0,0,0,0
38471,googlepegasus-xsum,7695,0.4,0,0,0,0,0,0
38472,gpt-3.5-turbo,7695,0.4,0,0,0,0,0,0
38473,t5-large,7695,0.4,0,0,0,0,0,0
38474,RefSum,7695,0.4,0,0,0,0,0,0
38475,facebookbart-large-cnn,7696,0.4,0,0,0,0,0,0
38476,googlepegasus-xsum,7696,0.4,0,0,0,0,0,0
38477,gpt-3.5-turbo,7696,0.4,0,0,0,0,0,0
38478,t5-large,7696,0.4,0,0,0,0,0,0
38479,RefSum,7696,0.4,0,0,0,0,0,0
38480,facebookbart-large-cnn,7697,0.4,0,0,0,0,0,0
38481,googlepegasus-xsum,7697,0.4,0,0,0,0,0,0
38482,gpt-3.5-turbo,7697,0.4,0,0,0,0,0,0
38483,t5-large,7697,0.4,0,0,0,0,0,0
38484,RefSum,7697,0.4,0,0,0,0,0,0
38485,facebookbart-large-cnn,7698,0.4,0,0,0,0,0,0
38486,googlepegasus-xsum,7698,0.4,0,0,0,0,0,0
38487,gpt-3.5-turbo,7698,0.4,0,0,0,0,0,0
38488,t5-large,7698,0.4,0,0,0,0,0,0
38489,RefSum,7698,0.4,0,0,0,0,0,0
38490,facebookbart-large-cnn,7699,0.4,0,0,0,0,0,0
38491,googlepegasus-xsum,7699,0.4,0,0,0,0,0,0
38492,gpt-3.5-turbo,7699,0.4,0,0,0,0,0,0
38493,t5-large,7699,0.4,0,0,0,0,0,0
38494,RefSum,7699,0.4,0,0,0,0,0,0
38495,facebookbart-large-cnn,7700,0.4,0,0,0,0,0,0
38496,googlepegasus-xsum,7700,0.4,0,0,0,0,0,0
38497,gpt-3.5-turbo,7700,0.4,0,0,0,0,0,0
38498,t5-large,7700,0.4,0,0,0,0,0,0
38499,RefSum,7700,0.4,0,0,0,0,0,0
38500,facebookbart-large-cnn,7701,0.4,0,0,0,0,0,0
38501,googlepegasus-xsum,7701,0.4,0,0,0,0,0,0
38502,gpt-3.5-turbo,7701,0.4,0,0,0,0,0,0
38503,t5-large,7701,0.4,0,0,0,0,0,0
38504,RefSum,7701,0.4,0,0,0,0,0,0
38505,facebookbart-large-cnn,7702,0.4,0,0,0,0,0,0
38506,googlepegasus-xsum,7702,0.4,0,0,0,0,0,0
38507,gpt-3.5-turbo,7702,0.4,0,0,0,0,0,0
38508,t5-large,7702,0.4,0,0,0,0,0,0
38509,RefSum,7702,0.4,0,0,0,0,0,0
38510,facebookbart-large-cnn,7703,0.4,0,0,0,0,0,0
38511,googlepegasus-xsum,7703,0.4,0,0,0,0,0,0
38512,gpt-3.5-turbo,7703,0.4,0,0,0,0,0,0
38513,t5-large,7703,0.4,0,0,0,0,0,0
38514,RefSum,7703,0.4,0,0,0,0,0,0
38515,facebookbart-large-cnn,7704,0.4,0,0,0,0,0,0
38516,googlepegasus-xsum,7704,0.4,0,0,0,0,0,0
38517,gpt-3.5-turbo,7704,0.4,0,0,0,0,0,0
38518,t5-large,7704,0.4,0,0,0,0,0,0
38519,RefSum,7704,0.4,0,0,0,0,0,0
38520,facebookbart-large-cnn,7705,0.4,0,0,0,0,0,0
38521,googlepegasus-xsum,7705,0.4,0,0,0,0,0,0
38522,gpt-3.5-turbo,7705,0.4,0,0,0,0,0,0
38523,t5-large,7705,0.4,0,0,0,0,0,0
38524,RefSum,7705,0.4,0,0,0,0,0,0
38525,facebookbart-large-cnn,7706,0.4,0,0,0,0,0,0
38526,googlepegasus-xsum,7706,0.4,0,0,0,0,0,0
38527,gpt-3.5-turbo,7706,0.4,0,0,0,0,0,0
38528,t5-large,7706,0.4,0,0,0,0,0,0
38529,RefSum,7706,0.4,0,0,0,0,0,0
38530,facebookbart-large-cnn,7707,0.4,0,0,0,0,0,0
38531,googlepegasus-xsum,7707,0.4,0,0,0,0,0,0
38532,gpt-3.5-turbo,7707,0.4,0,0,0,0,0,0
38533,t5-large,7707,0.4,0,0,0,0,0,0
38534,RefSum,7707,0.4,0,0,0,0,0,0
38535,facebookbart-large-cnn,7708,0.4,0,0,0,0,0,0
38536,googlepegasus-xsum,7708,0.4,0,0,0,0,0,0
38537,gpt-3.5-turbo,7708,0.4,0,0,0,0,0,0
38538,t5-large,7708,0.4,0,0,0,0,0,0
38539,RefSum,7708,0.4,0,0,0,0,0,0
38540,facebookbart-large-cnn,7709,0.4,0,0,0,0,0,0
38541,googlepegasus-xsum,7709,0.4,0,0,0,0,0,0
38542,gpt-3.5-turbo,7709,0.4,0,0,0,0,0,0
38543,t5-large,7709,0.4,0,0,0,0,0,0
38544,RefSum,7709,0.4,0,0,0,0,0,0
38545,facebookbart-large-cnn,7710,0.4,0,0,0,0,0,0
38546,googlepegasus-xsum,7710,0.4,0,0,0,0,0,0
38547,gpt-3.5-turbo,7710,0.4,0,0,0,0,0,0
38548,t5-large,7710,0.4,0,0,0,0,0,0
38549,RefSum,7710,0.4,0,0,0,0,0,0
38550,facebookbart-large-cnn,7711,0.4,0,0,0,0,0,0
38551,googlepegasus-xsum,7711,0.4,0,0,0,0,0,0
38552,gpt-3.5-turbo,7711,0.4,0,0,0,0,0,0
38553,t5-large,7711,0.4,0,0,0,0,0,0
38554,RefSum,7711,0.4,0,0,0,0,0,0
38555,facebookbart-large-cnn,7712,0.4,0,0,0,0,0,0
38556,googlepegasus-xsum,7712,0.4,0,0,0,0,0,0
38557,gpt-3.5-turbo,7712,0.4,0,0,0,0,0,0
38558,t5-large,7712,0.4,0,0,0,0,0,0
38559,RefSum,7712,0.4,0,0,0,0,0,0
38560,facebookbart-large-cnn,7713,0.4,0,0,0,0,0,0
38561,googlepegasus-xsum,7713,0.4,0,0,0,0,0,0
38562,gpt-3.5-turbo,7713,0.4,0,0,0,0,0,0
38563,t5-large,7713,0.4,0,0,0,0,0,0
38564,RefSum,7713,0.4,0,0,0,0,0,0
38565,facebookbart-large-cnn,7714,0.4,0,0,0,0,0,0
38566,googlepegasus-xsum,7714,0.4,0,0,0,0,0,0
38567,gpt-3.5-turbo,7714,0.4,0,0,0,0,0,0
38568,t5-large,7714,0.4,0,0,0,0,0,0
38569,RefSum,7714,0.4,0,0,0,0,0,0
38570,facebookbart-large-cnn,7715,0.4,0,0,0,0,0,0
38571,googlepegasus-xsum,7715,0.4,0,0,0,0,0,0
38572,gpt-3.5-turbo,7715,0.4,0,0,0,0,0,0
38573,t5-large,7715,0.4,0,0,0,0,0,0
38574,RefSum,7715,0.4,0,0,0,0,0,0
38575,facebookbart-large-cnn,7716,0.4,0,0,0,0,0,0
38576,googlepegasus-xsum,7716,0.4,0,0,0,0,0,0
38577,gpt-3.5-turbo,7716,0.4,0,0,0,0,0,0
38578,t5-large,7716,0.4,0,0,0,0,0,0
38579,RefSum,7716,0.4,0,0,0,0,0,0
38580,facebookbart-large-cnn,7717,0.4,0,0,0,0,0,0
38581,googlepegasus-xsum,7717,0.4,0,0,0,0,0,0
38582,gpt-3.5-turbo,7717,0.4,0,0,0,0,0,0
38583,t5-large,7717,0.4,0,0,0,0,0,0
38584,RefSum,7717,0.4,0,0,0,0,0,0
38585,facebookbart-large-cnn,7718,0.4,0,0,0,0,0,0
38586,googlepegasus-xsum,7718,0.4,0,0,0,0,0,0
38587,gpt-3.5-turbo,7718,0.4,0,0,0,0,0,0
38588,t5-large,7718,0.4,0,0,0,0,0,0
38589,RefSum,7718,0.4,0,0,0,0,0,0
38590,facebookbart-large-cnn,7719,0.4,0,0,0,0,0,0
38591,googlepegasus-xsum,7719,0.4,0,0,0,0,0,0
38592,gpt-3.5-turbo,7719,0.4,0,0,0,0,0,0
38593,t5-large,7719,0.4,0,0,0,0,0,0
38594,RefSum,7719,0.4,0,0,0,0,0,0
38595,facebookbart-large-cnn,7720,0.4,0,0,0,0,0,0
38596,googlepegasus-xsum,7720,0.4,0,0,0,0,0,0
38597,gpt-3.5-turbo,7720,0.4,0,0,0,0,0,0
38598,t5-large,7720,0.4,0,0,0,0,0,0
38599,RefSum,7720,0.4,0,0,0,0,0,0
38600,facebookbart-large-cnn,7721,0.4,0,0,0,0,0,0
38601,googlepegasus-xsum,7721,0.4,0,0,0,0,0,0
38602,gpt-3.5-turbo,7721,0.4,0,0,0,0,0,0
38603,t5-large,7721,0.4,0,0,0,0,0,0
38604,RefSum,7721,0.4,0,0,0,0,0,0
38605,facebookbart-large-cnn,7722,0.4,0,0,0,0,0,0
38606,googlepegasus-xsum,7722,0.4,0,0,0,0,0,0
38607,gpt-3.5-turbo,7722,0.4,0,0,0,0,0,0
38608,t5-large,7722,0.4,0,0,0,0,0,0
38609,RefSum,7722,0.4,0,0,0,0,0,0
38610,facebookbart-large-cnn,7723,0.4,0,0,0,0,0,0
38611,googlepegasus-xsum,7723,0.4,0,0,0,0,0,0
38612,gpt-3.5-turbo,7723,0.4,0,0,0,0,0,0
38613,t5-large,7723,0.4,0,0,0,0,0,0
38614,RefSum,7723,0.4,0,0,0,0,0,0
38615,facebookbart-large-cnn,7724,0.4,0,0,0,0,0,0
38616,googlepegasus-xsum,7724,0.4,0,0,0,0,0,0
38617,gpt-3.5-turbo,7724,0.4,0,0,0,0,0,0
38618,t5-large,7724,0.4,0,0,0,0,0,0
38619,RefSum,7724,0.4,0,0,0,0,0,0
38620,facebookbart-large-cnn,7725,0.4,0,0,0,0,0,0
38621,googlepegasus-xsum,7725,0.4,0,0,0,0,0,0
38622,gpt-3.5-turbo,7725,0.4,0,0,0,0,0,0
38623,t5-large,7725,0.4,0,0,0,0,0,0
38624,RefSum,7725,0.4,0,0,0,0,0,0
38625,facebookbart-large-cnn,7726,0.4,0,0,0,0,0,0
38626,googlepegasus-xsum,7726,0.4,0,0,0,0,0,0
38627,gpt-3.5-turbo,7726,0.4,0,0,0,0,0,0
38628,t5-large,7726,0.4,0,0,0,0,0,0
38629,RefSum,7726,0.4,0,0,0,0,0,0
38630,facebookbart-large-cnn,7727,0.4,0,0,0,0,0,0
38631,googlepegasus-xsum,7727,0.4,0,0,0,0,0,0
38632,gpt-3.5-turbo,7727,0.4,0,0,0,0,0,0
38633,t5-large,7727,0.4,0,0,0,0,0,0
38634,RefSum,7727,0.4,0,0,0,0,0,0
38635,facebookbart-large-cnn,7728,0.4,0,0,0,0,0,0
38636,googlepegasus-xsum,7728,0.4,0,0,0,0,0,0
38637,gpt-3.5-turbo,7728,0.4,0,0,0,0,0,0
38638,t5-large,7728,0.4,0,0,0,0,0,0
38639,RefSum,7728,0.4,0,0,0,0,0,0
38640,facebookbart-large-cnn,7729,0.4,0,0,0,0,0,0
38641,googlepegasus-xsum,7729,0.4,0,0,0,0,0,0
38642,gpt-3.5-turbo,7729,0.4,0,0,0,0,0,0
38643,t5-large,7729,0.4,0,0,0,0,0,0
38644,RefSum,7729,0.4,0,0,0,0,0,0
38645,facebookbart-large-cnn,7730,0.4,0,0,0,0,0,0
38646,googlepegasus-xsum,7730,0.4,0,0,0,0,0,0
38647,gpt-3.5-turbo,7730,0.4,0,0,0,0,0,0
38648,t5-large,7730,0.4,0,0,0,0,0,0
38649,RefSum,7730,0.4,0,0,0,0,0,0
38650,facebookbart-large-cnn,7731,0.4,0,0,0,0,0,0
38651,googlepegasus-xsum,7731,0.4,0,0,0,0,0,0
38652,gpt-3.5-turbo,7731,0.4,0,0,0,0,0,0
38653,t5-large,7731,0.4,0,0,0,0,0,0
38654,RefSum,7731,0.4,0,0,0,0,0,0
38655,facebookbart-large-cnn,7732,0.4,0,0,0,0,0,0
38656,googlepegasus-xsum,7732,0.4,0,0,0,0,0,0
38657,gpt-3.5-turbo,7732,0.4,0,0,0,0,0,0
38658,t5-large,7732,0.4,0,0,0,0,0,0
38659,RefSum,7732,0.4,0,0,0,0,0,0
38660,facebookbart-large-cnn,7733,0.4,0,0,0,0,0,0
38661,googlepegasus-xsum,7733,0.4,0,0,0,0,0,0
38662,gpt-3.5-turbo,7733,0.4,0,0,0,0,0,0
38663,t5-large,7733,0.4,0,0,0,0,0,0
38664,RefSum,7733,0.4,0,0,0,0,0,0
38665,facebookbart-large-cnn,7734,0.4,0,0,0,0,0,0
38666,googlepegasus-xsum,7734,0.4,0,0,0,0,0,0
38667,gpt-3.5-turbo,7734,0.4,0,0,0,0,0,0
38668,t5-large,7734,0.4,0,0,0,0,0,0
38669,RefSum,7734,0.4,0,0,0,0,0,0
38670,facebookbart-large-cnn,7735,0.4,0,0,0,0,0,0
38671,googlepegasus-xsum,7735,0.4,0,0,0,0,0,0
38672,gpt-3.5-turbo,7735,0.4,0,0,0,0,0,0
38673,t5-large,7735,0.4,0,0,0,0,0,0
38674,RefSum,7735,0.4,0,0,0,0,0,0
38675,facebookbart-large-cnn,7736,0.4,0,0,0,0,0,0
38676,googlepegasus-xsum,7736,0.4,0,0,0,0,0,0
38677,gpt-3.5-turbo,7736,0.4,0,0,0,0,0,0
38678,t5-large,7736,0.4,0,0,0,0,0,0
38679,RefSum,7736,0.4,0,0,0,0,0,0
38680,facebookbart-large-cnn,7737,0.4,0,0,0,0,0,0
38681,googlepegasus-xsum,7737,0.4,0,0,0,0,0,0
38682,gpt-3.5-turbo,7737,0.4,0,0,0,0,0,0
38683,t5-large,7737,0.4,0,0,0,0,0,0
38684,RefSum,7737,0.4,0,0,0,0,0,0
38685,facebookbart-large-cnn,7738,0.4,0,0,0,0,0,0
38686,googlepegasus-xsum,7738,0.4,0,0,0,0,0,0
38687,gpt-3.5-turbo,7738,0.4,0,0,0,0,0,0
38688,t5-large,7738,0.4,0,0,0,0,0,0
38689,RefSum,7738,0.4,0,0,0,0,0,0
38690,facebookbart-large-cnn,7739,0.4,0,0,0,0,0,0
38691,googlepegasus-xsum,7739,0.4,0,0,0,0,0,0
38692,gpt-3.5-turbo,7739,0.4,0,0,0,0,0,0
38693,t5-large,7739,0.4,0,0,0,0,0,0
38694,RefSum,7739,0.4,0,0,0,0,0,0
38695,facebookbart-large-cnn,7740,0.4,0,0,0,0,0,0
38696,googlepegasus-xsum,7740,0.4,0,0,0,0,0,0
38697,gpt-3.5-turbo,7740,0.4,0,0,0,0,0,0
38698,t5-large,7740,0.4,0,0,0,0,0,0
38699,RefSum,7740,0.4,0,0,0,0,0,0
38700,facebookbart-large-cnn,7741,0.4,0,0,0,0,0,0
38701,googlepegasus-xsum,7741,0.4,0,0,0,0,0,0
38702,gpt-3.5-turbo,7741,0.4,0,0,0,0,0,0
38703,t5-large,7741,0.4,0,0,0,0,0,0
38704,RefSum,7741,0.4,0,0,0,0,0,0
38705,facebookbart-large-cnn,7742,0.4,0,0,0,0,0,0
38706,googlepegasus-xsum,7742,0.4,0,0,0,0,0,0
38707,gpt-3.5-turbo,7742,0.4,0,0,0,0,0,0
38708,t5-large,7742,0.4,0,0,0,0,0,0
38709,RefSum,7742,0.4,0,0,0,0,0,0
38710,facebookbart-large-cnn,7743,0.4,0,0,0,0,0,0
38711,googlepegasus-xsum,7743,0.4,0,0,0,0,0,0
38712,gpt-3.5-turbo,7743,0.4,0,0,0,0,0,0
38713,t5-large,7743,0.4,0,0,0,0,0,0
38714,RefSum,7743,0.4,0,0,0,0,0,0
38715,facebookbart-large-cnn,7744,0.4,0,0,0,0,0,0
38716,googlepegasus-xsum,7744,0.4,0,0,0,0,0,0
38717,gpt-3.5-turbo,7744,0.4,0,0,0,0,0,0
38718,t5-large,7744,0.4,0,0,0,0,0,0
38719,RefSum,7744,0.4,0,0,0,0,0,0
38720,facebookbart-large-cnn,7745,0.4,0,0,0,0,0,0
38721,googlepegasus-xsum,7745,0.4,0,0,0,0,0,0
38722,gpt-3.5-turbo,7745,0.4,0,0,0,0,0,0
38723,t5-large,7745,0.4,0,0,0,0,0,0
38724,RefSum,7745,0.4,0,0,0,0,0,0
38725,facebookbart-large-cnn,7746,0.4,0,0,0,0,0,0
38726,googlepegasus-xsum,7746,0.4,0,0,0,0,0,0
38727,gpt-3.5-turbo,7746,0.4,0,0,0,0,0,0
38728,t5-large,7746,0.4,0,0,0,0,0,0
38729,RefSum,7746,0.4,0,0,0,0,0,0
38730,facebookbart-large-cnn,7747,0.4,0,0,0,0,0,0
38731,googlepegasus-xsum,7747,0.4,0,0,0,0,0,0
38732,gpt-3.5-turbo,7747,0.4,0,0,0,0,0,0
38733,t5-large,7747,0.4,0,0,0,0,0,0
38734,RefSum,7747,0.4,0,0,0,0,0,0
38735,facebookbart-large-cnn,7748,0.4,0,0,0,0,0,0
38736,googlepegasus-xsum,7748,0.4,0,0,0,0,0,0
38737,gpt-3.5-turbo,7748,0.4,0,0,0,0,0,0
38738,t5-large,7748,0.4,0,0,0,0,0,0
38739,RefSum,7748,0.4,0,0,0,0,0,0
38740,facebookbart-large-cnn,7749,0.4,0,0,0,0,0,0
38741,googlepegasus-xsum,7749,0.4,0,0,0,0,0,0
38742,gpt-3.5-turbo,7749,0.4,0,0,0,0,0,0
38743,t5-large,7749,0.4,0,0,0,0,0,0
38744,RefSum,7749,0.4,0,0,0,0,0,0
38745,facebookbart-large-cnn,7750,0.4,0,0,0,0,0,0
38746,googlepegasus-xsum,7750,0.4,0,0,0,0,0,0
38747,gpt-3.5-turbo,7750,0.4,0,0,0,0,0,0
38748,t5-large,7750,0.4,0,0,0,0,0,0
38749,RefSum,7750,0.4,0,0,0,0,0,0
38750,facebookbart-large-cnn,7751,0.4,0,0,0,0,0,0
38751,googlepegasus-xsum,7751,0.4,0,0,0,0,0,0
38752,gpt-3.5-turbo,7751,0.4,0,0,0,0,0,0
38753,t5-large,7751,0.4,0,0,0,0,0,0
38754,RefSum,7751,0.4,0,0,0,0,0,0
38755,facebookbart-large-cnn,7752,0.4,0,0,0,0,0,0
38756,googlepegasus-xsum,7752,0.4,0,0,0,0,0,0
38757,gpt-3.5-turbo,7752,0.4,0,0,0,0,0,0
38758,t5-large,7752,0.4,0,0,0,0,0,0
38759,RefSum,7752,0.4,0,0,0,0,0,0
38760,facebookbart-large-cnn,7753,0.4,0,0,0,0,0,0
38761,googlepegasus-xsum,7753,0.4,0,0,0,0,0,0
38762,gpt-3.5-turbo,7753,0.4,0,0,0,0,0,0
38763,t5-large,7753,0.4,0,0,0,0,0,0
38764,RefSum,7753,0.4,0,0,0,0,0,0
38765,facebookbart-large-cnn,7754,0.4,0,0,0,0,0,0
38766,googlepegasus-xsum,7754,0.4,0,0,0,0,0,0
38767,gpt-3.5-turbo,7754,0.4,0,0,0,0,0,0
38768,t5-large,7754,0.4,0,0,0,0,0,0
38769,RefSum,7754,0.4,0,0,0,0,0,0
38770,facebookbart-large-cnn,7755,0.4,0,0,0,0,0,0
38771,googlepegasus-xsum,7755,0.4,0,0,0,0,0,0
38772,gpt-3.5-turbo,7755,0.4,0,0,0,0,0,0
38773,t5-large,7755,0.4,0,0,0,0,0,0
38774,RefSum,7755,0.4,0,0,0,0,0,0
38775,facebookbart-large-cnn,7756,0.4,0,0,0,0,0,0
38776,googlepegasus-xsum,7756,0.4,0,0,0,0,0,0
38777,gpt-3.5-turbo,7756,0.4,0,0,0,0,0,0
38778,t5-large,7756,0.4,0,0,0,0,0,0
38779,RefSum,7756,0.4,0,0,0,0,0,0
38780,facebookbart-large-cnn,7757,0.4,0,0,0,0,0,0
38781,googlepegasus-xsum,7757,0.4,0,0,0,0,0,0
38782,gpt-3.5-turbo,7757,0.4,0,0,0,0,0,0
38783,t5-large,7757,0.4,0,0,0,0,0,0
38784,RefSum,7757,0.4,0,0,0,0,0,0
38785,facebookbart-large-cnn,7758,0.4,0,0,0,0,0,0
38786,googlepegasus-xsum,7758,0.4,0,0,0,0,0,0
38787,gpt-3.5-turbo,7758,0.4,0,0,0,0,0,0
38788,t5-large,7758,0.4,0,0,0,0,0,0
38789,RefSum,7758,0.4,0,0,0,0,0,0
38790,facebookbart-large-cnn,7759,0.4,0,0,0,0,0,0
38791,googlepegasus-xsum,7759,0.4,0,0,0,0,0,0
38792,gpt-3.5-turbo,7759,0.4,0,0,0,0,0,0
38793,t5-large,7759,0.4,0,0,0,0,0,0
38794,RefSum,7759,0.4,0,0,0,0,0,0
38795,facebookbart-large-cnn,7760,0.4,0,0,0,0,0,0
38796,googlepegasus-xsum,7760,0.4,0,0,0,0,0,0
38797,gpt-3.5-turbo,7760,0.4,0,0,0,0,0,0
38798,t5-large,7760,0.4,0,0,0,0,0,0
38799,RefSum,7760,0.4,0,0,0,0,0,0
38800,facebookbart-large-cnn,7761,0.4,0,0,0,0,0,0
38801,googlepegasus-xsum,7761,0.4,0,0,0,0,0,0
38802,gpt-3.5-turbo,7761,0.4,0,0,0,0,0,0
38803,t5-large,7761,0.4,0,0,0,0,0,0
38804,RefSum,7761,0.4,0,0,0,0,0,0
38805,facebookbart-large-cnn,7762,0.4,0,0,0,0,0,0
38806,googlepegasus-xsum,7762,0.4,0,0,0,0,0,0
38807,gpt-3.5-turbo,7762,0.4,0,0,0,0,0,0
38808,t5-large,7762,0.4,0,0,0,0,0,0
38809,RefSum,7762,0.4,0,0,0,0,0,0
38810,facebookbart-large-cnn,7763,0.4,0,0,0,0,0,0
38811,googlepegasus-xsum,7763,0.4,0,0,0,0,0,0
38812,gpt-3.5-turbo,7763,0.4,0,0,0,0,0,0
38813,t5-large,7763,0.4,0,0,0,0,0,0
38814,RefSum,7763,0.4,0,0,0,0,0,0
38815,facebookbart-large-cnn,7764,0.4,0,0,0,0,0,0
38816,googlepegasus-xsum,7764,0.4,0,0,0,0,0,0
38817,gpt-3.5-turbo,7764,0.4,0,0,0,0,0,0
38818,t5-large,7764,0.4,0,0,0,0,0,0
38819,RefSum,7764,0.4,0,0,0,0,0,0
38820,facebookbart-large-cnn,7765,0.4,0,0,0,0,0,0
38821,googlepegasus-xsum,7765,0.4,0,0,0,0,0,0
38822,gpt-3.5-turbo,7765,0.4,0,0,0,0,0,0
38823,t5-large,7765,0.4,0,0,0,0,0,0
38824,RefSum,7765,0.4,0,0,0,0,0,0
38825,facebookbart-large-cnn,7766,0.4,0,0,0,0,0,0
38826,googlepegasus-xsum,7766,0.4,0,0,0,0,0,0
38827,gpt-3.5-turbo,7766,0.4,0,0,0,0,0,0
38828,t5-large,7766,0.4,0,0,0,0,0,0
38829,RefSum,7766,0.4,0,0,0,0,0,0
38830,facebookbart-large-cnn,7767,0.4,0,0,0,0,0,0
38831,googlepegasus-xsum,7767,0.4,0,0,0,0,0,0
38832,gpt-3.5-turbo,7767,0.4,0,0,0,0,0,0
38833,t5-large,7767,0.4,0,0,0,0,0,0
38834,RefSum,7767,0.4,0,0,0,0,0,0
38835,facebookbart-large-cnn,7768,0.4,0,0,0,0,0,0
38836,googlepegasus-xsum,7768,0.4,0,0,0,0,0,0
38837,gpt-3.5-turbo,7768,0.4,0,0,0,0,0,0
38838,t5-large,7768,0.4,0,0,0,0,0,0
38839,RefSum,7768,0.4,0,0,0,0,0,0
38840,facebookbart-large-cnn,7769,0.4,0,0,0,0,0,0
38841,googlepegasus-xsum,7769,0.4,0,0,0,0,0,0
38842,gpt-3.5-turbo,7769,0.4,0,0,0,0,0,0
38843,t5-large,7769,0.4,0,0,0,0,0,0
38844,RefSum,7769,0.4,0,0,0,0,0,0
38845,facebookbart-large-cnn,7770,0.4,0,0,0,0,0,0
38846,googlepegasus-xsum,7770,0.4,0,0,0,0,0,0
38847,gpt-3.5-turbo,7770,0.4,0,0,0,0,0,0
38848,t5-large,7770,0.4,0,0,0,0,0,0
38849,RefSum,7770,0.4,0,0,0,0,0,0
38850,facebookbart-large-cnn,7771,0.4,0,0,0,0,0,0
38851,googlepegasus-xsum,7771,0.4,0,0,0,0,0,0
38852,gpt-3.5-turbo,7771,0.4,0,0,0,0,0,0
38853,t5-large,7771,0.4,0,0,0,0,0,0
38854,RefSum,7771,0.4,0,0,0,0,0,0
